Order Date,Sales,Profit,Quantity
2014-06-23,109.49600000000001,3.1803000000000003,13
2014-06-24,4.272,0.9612,2
2014-06-25,792.76,49.7172,22
2014-06-26,0.0,0.0,0
2014-06-27,616.14,76.1052,10
2014-06-28,1645.791,109.76200000000001,24
2014-06-29,46.68,8.557500000000001,10
2014-06-30,739.624,249.5572,38
2014-07-01,601.0239999999999,75.33319999999999,13
2014-07-02,79.56,22.1508,3
2014-07-03,0.0,0.0,0
2014-07-04,247.40800000000002,83.9448,14
2014-07-05,1444.104,182.7936,41
2014-07-06,1038.472,222.84550000000002,3
2014-07-07,241.19400000000002,-34.6598,4
2014-07-08,763.0740000000001,-8.441999999999993,10
2014-07-09,265.521,57.2078,30
2014-07-10,0.0,0.0,0
2014-07-11,2187.206,537.7298000000001,43
2014-07-12,1960.012,88.45439999999999,58
2014-07-13,351.216,4.3902,3
2014-07-14,292.594,-31.101399999999998,27
2014-07-15,9.51,3.9882,6
2014-07-16,0.0,0.0,0
2014-07-17,0.0,0.0,0
2014-07-18,273.04,-21.3948,6
2014-07-19,461.326,103.20620000000001,8
2014-07-20,2285.786,162.1881,44
2014-07-21,1961.482,34.126000000000005,24
2014-07-22,1348.344,229.8348,31
2014-07-23,2613.1839999999997,267.4844,43
2014-07-24,0.0,0.0,0
2014-07-25,8341.289999999999,384.5084,22
2014-07-26,5039.994,-3570.971,76
2014-07-27,580.06,70.31219999999999,15
2014-07-28,193.152,34.6984,18
2014-07-29,0.0,0.0,0
2014-07-30,1367.84,259.8896,8
2014-07-31,0.0,0.0,0
2014-08-01,228.328,66.475,15
2014-08-02,886.28,248.02759999999998,9
2014-08-03,477.994,-76.7149,20
2014-08-04,2743.154,833.4829,51
2014-08-05,2408.7239999999997,504.1059,37
2014-08-06,262.89,106.6392,5
2014-08-07,0.0,0.0,0
2014-08-08,3955.629,1129.1342,55
2014-08-09,3605.6850000000004,700.8938,35
2014-08-10,0.0,0.0,0
2014-08-11,451.62,45.644400000000005,5
2014-08-12,1832.38,357.593,61
2014-08-13,0.0,0.0,0
2014-08-14,0.0,0.0,0
2014-08-15,842.7819999999999,118.18260000000001,38
2014-08-16,853.092,-227.4912,6
2014-08-17,500.342,193.18359999999998,23
2014-08-18,0.0,0.0,0
2014-08-19,1439.106,175.4619,29
2014-08-20,1838.722,569.8905,18
2014-08-21,0.0,0.0,0
2014-08-22,23.104,4.878699999999999,6
2014-08-23,565.224,160.4016,44
2014-08-24,59.74,20.1332,10
2014-08-25,1451.6499999999999,118.84229999999998,67
2014-08-26,366.81,92.0889,22
2014-08-27,2070.13,513.7323,23
2014-08-28,0.0,0.0,0
2014-08-29,832.3225,-376.4695,13
2014-08-30,121.24,21.485,8
2014-08-31,92.52,18.504,9
2014-09-01,469.436,85.9402,17
2014-09-02,3254.15,916.2512,28
2014-09-03,22.08,-4.4639999999999995,10
2014-09-04,0.0,0.0,0
2014-09-05,296.304,21.823,4
2014-09-06,100.36,39.6308,14
2014-09-07,3523.875,-481.2463,78
2014-09-08,14228.428,-1452.6877,112
2014-09-09,4043.5879999999997,16.361600000000088,56
2014-09-10,1855.2279999999998,259.62080000000003,23
2014-09-11,127.95,21.7515,3
2014-09-12,4904.66,600.8836,39
2014-09-13,1275.408,243.8237,53
2014-09-14,5023.716,1530.7599,77
2014-09-15,133.436,30.1722,9
2014-09-16,33.552,12.582,1
2014-09-17,820.523,233.52870000000001,53
2014-09-18,0.0,0.0,0
2014-09-19,9338.637,-1539.1441,38
2014-09-20,5335.968000000001,670.1014,63
2014-09-21,2679.652,877.4457,55
2014-09-22,1240.266,87.47569999999999,24
2014-09-23,10662.337000000001,4808.5975,48
2014-09-24,211.96,8.4784,4
2014-09-25,354.88880000000006,-87.5594,16
2014-09-26,1480.614,230.72660000000002,49
2014-09-27,773.4399999999999,123.10640000000001,10
2014-09-28,490.29200000000003,64.3686,17
2014-09-29,8109.07,890.2809,73
2014-09-30,987.532,119.4905,26
2014-10-01,4.71,0.0,1
2014-10-02,598.144,133.7632,18
2014-10-03,862.683,-65.4279,37
2014-10-04,728.7479999999999,45.0709,16
2014-10-05,191.9,46.483000000000004,7
2014-10-06,494.71,50.039500000000004,12
2014-10-07,237.35999999999999,31.855999999999998,15
2014-10-08,147.392,60.7518,7
2014-10-09,249.35999999999999,70.0043,6
2014-10-10,2049.386,169.95260000000002,42
2014-10-11,1381.164,110.6138,33
2014-10-12,58.53,12.877099999999999,8
2014-10-13,2212.182,454.1033,35
2014-10-14,4525.484,1059.3591999999999,57
2014-10-15,206.72400000000002,-0.9321000000000002,5
2014-10-16,194.322,91.4088,6
2014-10-17,136.068,-36.838,10
2014-10-18,3134.916,606.1102,39
2014-10-19,641.104,124.5477,27
2014-10-20,1501.104,-65.9838,20
2014-10-21,1356.602,26.062300000000015,20
2014-10-22,223.808,23.303199999999997,8
2014-10-23,0.0,0.0,0
2014-10-24,56.49,18.5592,8
2014-10-25,103.882,9.4491,10
2014-10-26,447.88,41.592,9
2014-10-27,22.32,7.6626,5
2014-10-28,1510.5819999999999,93.4282,19
2014-10-29,2813.8120000000004,378.5486,10
2014-10-30,0.0,0.0,0
2014-10-31,5362.026,-48.10749999999993,83
2014-11-01,4732.08,663.3641,81
2014-11-02,2126.37,286.5754,49
2014-11-03,2784.163,-108.22129999999999,52
2014-11-04,6693.7480000000005,2443.392,50
2014-11-05,1694.564,-61.611599999999996,31
2014-11-06,43.68,20.9664,6
2014-11-07,1449.142,155.4863,57
2014-11-08,333.576,25.0182,3
2014-11-09,1574.094,222.6886,36
2014-11-10,2002.556,436.6331,49
2014-11-11,8114.548,-449.5310999999999,93
2014-11-12,1054.7612,79.634,35
2014-11-13,0.0,0.0,0
2014-11-14,1034.73,308.90680000000003,37
2014-11-15,1780.822,400.0781,29
2014-11-16,1355.9285,137.5582,36
2014-11-17,11544.274,1954.1346,58
2014-11-18,3406.855,-347.5227,76
2014-11-19,7226.086,1979.1982,51
2014-11-20,907.5600000000001,251.172,16
2014-11-21,1249.622,378.16990000000004,24
2014-11-22,1103.298,461.8921,30
2014-11-23,1363.28,-105.23839999999998,36
2014-11-24,5578.606,-97.35739999999998,75
2014-11-25,4415.695,148.62720000000002,58
2014-11-26,1705.99,-62.161199999999994,52
2014-11-27,203.66,41.296,7
2014-11-28,2280.83,12.473200000000002,55
2014-11-29,649.044,104.6772,13
2014-11-30,219.154,11.829,24
2014-12-01,5624.39,875.1448,46
2014-12-02,1771.808,111.3749,64
2014-12-03,505.88,146.8304,8
2014-12-04,129.98,62.3904,2
2014-12-05,2963.642,425.0408,69
2014-12-06,1970.978,-19.019000000000013,36
2014-12-07,548.4,201.78320000000002,17
2014-12-08,1095.12,125.9273,53
2014-12-09,1522.652,125.75130000000001,28
2014-12-10,573.336,101.14259999999999,20
2014-12-11,0.0,0.0,0
2014-12-12,4938.4045,-72.10079999999999,36
2014-12-13,293.152,8.731399999999997,18
2014-12-14,7641.658,2220.5215,23
2014-12-15,1264.466,-144.732,19
2014-12-16,4394.187,415.6424,63
2014-12-17,45.534,7.1924,7
2014-12-18,0.0,0.0,0
2014-12-19,3436.7599999999998,356.95689999999996,53
2014-12-20,6962.4400000000005,1557.0102,81
2014-12-21,1933.44,178.26479999999998,17
2014-12-22,798.968,183.12109999999998,32
2014-12-23,942.108,67.3794,29
2014-12-24,1950.202,264.308,32
2014-12-25,0.0,0.0,0
2014-12-26,2041.414,-3.5973999999999933,55
2014-12-27,2966.388,-336.32509999999996,65
2014-12-28,3732.2960000000003,706.8574,33
2014-12-29,2072.096,568.0095,67
2014-12-30,2172.6510000000003,-594.5496,43
2014-12-31,5253.2699999999995,1444.5131,63
2015-01-01,0.0,0.0,0
2015-01-02,1932.096,-1161.5484,29
2015-01-03,1768.2215999999999,-348.45779999999996,19
2015-01-04,264.46000000000004,104.67240000000001,22
2015-01-05,295.272,62.5086,20
2015-01-06,31.538,7.8934,7
2015-01-07,0.0,0.0,0
2015-01-08,0.0,0.0,0
2015-01-09,364.07,131.0797,13
2015-01-10,1018.104,-373.3048,4
2015-01-11,0.0,0.0,0
2015-01-12,854.614,62.80479999999999,16
2015-01-13,622.278,160.3086,18
2015-01-14,0.0,0.0,0
2015-01-15,0.0,0.0,0
2015-01-16,0.0,0.0,0
2015-01-17,350.384,-300.0494,17
2015-01-18,0.0,0.0,0
2015-01-19,301.742,-21.712200000000003,5
2015-01-20,0.0,0.0,0
2015-01-21,0.0,0.0,0
2015-01-22,0.0,0.0,0
2015-01-23,43.66,20.8106,5
2015-01-24,13.12,2.132,5
2015-01-25,0.0,0.0,0
2015-01-26,182.72,84.0512,8
2015-01-27,3573.252,-191.64319999999998,12
2015-01-28,4297.644,-1862.3124,13
2015-01-29,0.0,0.0,0
2015-01-30,2161.6400000000003,302.8533,16
2015-01-31,99.26,38.9066,7
2015-02-01,0.0,0.0,0
2015-02-02,0.0,0.0,0
2015-02-03,492.836,157.4118,22
2015-02-04,0.0,0.0,0
2015-02-05,0.0,0.0,0
2015-02-06,2432.544,242.1172,34
2015-02-07,324.10999999999996,152.5909,7
2015-02-08,129.09199999999998,-19.1734,8
2015-02-09,785.5519999999999,102.3764,19
2015-02-10,77.24,7.724,5
2015-02-11,0.0,0.0,0
2015-02-12,0.0,0.0,0
2015-02-13,0.0,0.0,0
2015-02-14,1079.962,104.53889999999998,23
2015-02-15,1602.38,477.3456,31
2015-02-16,160.43,74.6845,16
2015-02-17,0.0,0.0,0
2015-02-18,105.844,31.6342,6
2015-02-19,0.0,0.0,0
2015-02-20,316.78000000000003,77.56439999999999,8
2015-02-21,2591.1,1294.0764,6
2015-02-22,79.36,20.6336,4
2015-02-23,37.775999999999996,10.5336,8
2015-02-24,0.0,0.0,0
2015-02-25,25.869999999999997,11.736,5
2015-02-26,0.0,0.0,0
2015-02-27,1159.2710000000002,52.49029999999999,27
2015-02-28,551.264,15.566400000000002,10
2015-03-01,1642.1743999999999,12.718199999999989,23
2015-03-02,899.5699999999999,218.9629,10
2015-03-03,0.0,0.0,0
2015-03-04,0.0,0.0,0
2015-03-05,1969.267,-417.895,57
2015-03-06,1555.244,473.7518,9
2015-03-07,807.54,271.4153,10
2015-03-08,2563.2960000000003,592.3805,29
2015-03-09,478.008,53.9619,10
2015-03-10,90.93199999999999,23.2592,8
2015-03-11,0.0,0.0,0
2015-03-12,51.016000000000005,9.998,12
2015-03-13,1384.856,234.4744,14
2015-03-14,707.9000000000001,332.7422,10
2015-03-15,16.776,1.6776,3
2015-03-16,7230.209999999999,3508.0308999999997,27
2015-03-17,48.84,11.834999999999999,3
2015-03-18,0.0,0.0,0
2015-03-19,5652.9396,1982.1858000000002,45
2015-03-20,1548.194,485.71540000000005,40
2015-03-21,1270.3790000000001,242.5149,21
2015-03-22,2481.424,270.79810000000003,43
2015-03-23,633.302,181.08280000000002,28
2015-03-24,412.95,-22.2494,10
2015-03-25,0.0,0.0,0
2015-03-26,4623.37,937.2579999999999,30
2015-03-27,83.7,3.348,5
2015-03-28,243.344,59.3424,13
2015-03-29,1559.0800000000002,296.8998,30
2015-03-30,571.224,-87.9252,14
2015-03-31,200.716,55.8143,11
2015-04-01,0.0,0.0,0
2015-04-02,299.22,-35.82450000000001,23
2015-04-03,0.0,0.0,0
2015-04-04,1484.598,384.4765,20
2015-04-05,2974.058,-243.8141,56
2015-04-06,140.004,-0.17039999999999722,25
2015-04-07,907.436,-1113.9491,23
2015-04-08,0.0,0.0,0
2015-04-09,757.992,133.5327,9
2015-04-10,169.54199999999997,48.696299999999994,9
2015-04-11,1328.346,423.987,20
2015-04-12,40.74,0.4074,3
2015-04-13,3192.6780000000003,-38.72819999999999,40
2015-04-14,35.208,2.6406,1
2015-04-15,0.0,0.0,0
2015-04-16,4161.972,815.8418,54
2015-04-17,2745.106,686.5088999999999,34
2015-04-18,2006.96,214.8503,57
2015-04-19,329.96,-564.9804,6
2015-04-20,1194.726,507.1407,16
2015-04-21,893.0899999999999,228.89280000000002,13
2015-04-22,152.916,24.444300000000002,6
2015-04-23,0.0,0.0,0
2015-04-24,25.99,7.5371,1
2015-04-25,920.946,118.58120000000001,23
2015-04-26,2090.1055,-134.89960000000002,27
2015-04-27,2719.59,978.3104999999999,21
2015-04-28,4044.3619999999996,1911.4570999999999,14
2015-04-29,7.968,2.8884,2
2015-04-30,1571.695,-170.3311,40
2015-05-01,450.94,66.2234,21
2015-05-02,167.232,16.8468,6
2015-05-03,2198.76,255.4643,45
2015-05-04,1121.362,157.50220000000002,23
2015-05-05,0.0,0.0,0
2015-05-06,0.0,0.0,0
2015-05-07,305.622,-4.981000000000002,8
2015-05-08,3981.968,1241.9831,36
2015-05-09,48.81,23.9169,3
2015-05-10,154.442,-190.8586,11
2015-05-11,191.968,16.7972,7
2015-05-12,1060.35,147.6039,34
2015-05-13,238.384,22.278799999999997,6
2015-05-14,3141.1994999999997,320.8918,46
2015-05-15,69.908,-1.6029999999999998,5
2015-05-16,255.968,31.996,4
2015-05-17,134.46800000000002,-13.745200000000004,22
2015-05-18,10.86,5.3214,2
2015-05-19,0.0,0.0,0
2015-05-20,169.54399999999998,15.479199999999999,8
2015-05-21,72.332,-62.22239999999999,14
2015-05-22,3862.0980000000004,425.8189,22
2015-05-23,1304.956,367.8272,31
2015-05-24,610.3069999999999,-176.59189999999998,13
2015-05-25,1739.4180000000001,265.8343,36
2015-05-26,982.5640000000001,9.36,23
2015-05-27,0.0,0.0,0
2015-05-28,794.146,244.0794,30
2015-05-29,1204.842,166.11509999999998,31
2015-05-30,681.1,87.6252,12
2015-05-31,5178.138,1228.906,76
2015-06-01,834.1980000000001,300.47860000000003,37
2015-06-02,0.0,0.0,0
2015-06-03,0.0,0.0,0
2015-06-04,1192.31,464.8084,16
2015-06-05,1533.1979999999999,173.934,11
2015-06-06,0.0,0.0,0
2015-06-07,59.768,0.49799999999999867,17
2015-06-08,1083.112,-296.34939999999995,40
2015-06-09,797.116,86.0064,25
2015-06-10,0.0,0.0,0
2015-06-11,3373.5640000000003,-60.60040000000001,47
2015-06-12,174.476,27.745800000000003,15
2015-06-13,1128.898,395.69410000000005,28
2015-06-14,51.072,5.1072,6
2015-06-15,734.144,-20.1443,18
2015-06-16,3443.904,1173.3926,15
2015-06-17,0.0,0.0,0
2015-06-18,1883.087,344.1388,46
2015-06-19,446.346,101.6172,15
2015-06-20,829.544,255.459,18
2015-06-21,107.976,37.7916,3
2015-06-22,2018.953,-66.72129999999999,13
2015-06-23,836.9580000000001,154.5192,19
2015-06-24,0.0,0.0,0
2015-06-25,857.08,88.38629999999999,37
2015-06-26,1592.1960000000001,308.0027,30
2015-06-27,0.0,0.0,0
2015-06-28,1386.466,-225.4028,22
2015-06-29,432.92600000000004,87.1955,8
2015-06-30,0.0,0.0,0
2015-07-01,0.0,0.0,0
2015-07-02,1631.902,-50.82449999999999,46
2015-07-03,823.982,179.01670000000001,17
2015-07-04,1138.288,297.9044,9
2015-07-05,121.646,8.635100000000001,23
2015-07-06,1379.812,275.76300000000003,24
2015-07-07,0.0,0.0,0
2015-07-08,21.12,6.6,5
2015-07-09,1587.114,416.8136,54
2015-07-10,43.286,10.73,5
2015-07-11,1941.952,268.62969999999996,52
2015-07-12,2052.567,140.7015,32
2015-07-13,2033.2559999999999,282.9552,25
2015-07-14,860.9159999999999,-200.0,15
2015-07-15,0.0,0.0,0
2015-07-16,3029.386,203.53549999999998,36
2015-07-17,448.082,-2.536199999999999,14
2015-07-18,672.418,218.4631,10
2015-07-19,2.025,-1.35,1
2015-07-20,2693.168,109.84819999999999,41
2015-07-21,0.0,0.0,0
2015-07-22,0.0,0.0,0
2015-07-23,208.272,74.601,9
2015-07-24,525.95,174.0094,32
2015-07-25,2395.024,200.3711,31
2015-07-26,969.225,-71.34029999999998,24
2015-07-27,29.97,0.2997,3
2015-07-28,0.0,0.0,0
2015-07-29,0.0,0.0,0
2015-07-30,443.802,143.9366,23
2015-07-31,3712.162,601.8855,26
2015-08-01,1011.696,-172.5108,10
2015-08-02,1290.478,-37.160499999999985,16
2015-08-03,0.0,0.0,0
2015-08-04,0.0,0.0,0
2015-08-05,72.65,-19.77,16
2015-08-06,494.86920000000003,-81.3505,16
2015-08-07,968.206,245.8333,35
2015-08-08,840.102,300.0444,17
2015-08-09,4878.392000000001,1061.5805,55
2015-08-10,851.4739999999999,85.2067,28
2015-08-11,196.112,49.7245,7
2015-08-12,0.0,0.0,0
2015-08-13,586.896,55.8385,25
2015-08-14,0.0,0.0,0
2015-08-15,497.59000000000003,108.5013,12
2015-08-16,3378.9320000000002,1.612099999999998,46
2015-08-17,381.64,0.48239999999999483,25
2015-08-18,0.0,0.0,0
2015-08-19,0.0,0.0,0
2015-08-20,0.0,0.0,0
2015-08-21,2827.52,-147.18779999999998,55
2015-08-22,66.632,23.8856,10
2015-08-23,1202.278,359.4773,46
2015-08-24,7194.775000000001,1469.2684,62
2015-08-25,178.52599999999998,7.6544000000000025,13
2015-08-26,0.0,0.0,0
2015-08-27,639.9739999999999,156.9759,13
2015-08-28,6491.293,1420.1491999999998,48
2015-08-29,246.5,47.0866,9
2015-08-30,0.0,0.0,0
2015-08-31,2601.797,420.4669,34
2015-09-01,2367.564,751.9428,21
2015-09-02,0.0,0.0,0
2015-09-03,1874.898,182.8788,40
2015-09-04,1071.284,252.03900000000002,23
2015-09-05,934.1030000000001,-31.056399999999996,39
2015-09-06,1005.654,301.3426,30
2015-09-07,2922.667,-39.06219999999999,51
2015-09-08,89.64,20.834400000000002,19
2015-09-09,0.0,0.0,0
2015-09-10,1415.726,283.659,35
2015-09-11,1962.13,467.95910000000003,52
2015-09-12,707.824,119.3676,21
2015-09-13,3445.772,705.9921,54
2015-09-14,3262.42,720.4735000000001,33
2015-09-15,2535.85,539.7909999999999,44
2015-09-16,31.12,14.6264,4
2015-09-17,11525.006,-1194.2832,86
2015-09-18,3924.32,778.9322,62
2015-09-19,500.38,194.7992,30
2015-09-20,1836.052,-905.3418,37
2015-09-21,6982.058,1297.1822,75
2015-09-22,1783.504,29.083499999999994,33
2015-09-23,0.0,0.0,0
2015-09-24,4220.594,1176.435,70
2015-09-25,3033.757,858.6825,59
2015-09-26,3722.273,672.7522,93
2015-09-27,2382.958,722.861,42
2015-09-28,1058.364,287.2722,33
2015-09-29,0.0,0.0,0
2015-09-30,0.0,0.0,0
2015-10-01,1158.414,169.7002,21
2015-10-02,1269.266,290.7676,62
2015-10-03,275.218,-20.209200000000003,14
2015-10-04,505.58,63.985,12
2015-10-05,851.092,-21.2928,23
2015-10-06,0.0,0.0,0
2015-10-07,0.0,0.0,0
2015-10-08,222.12,-7.664499999999997,10
2015-10-09,2133.5350000000003,561.5941,48
2015-10-10,2248.194,-354.44759999999997,22
2015-10-11,1011.8955,-378.2781,8
2015-10-12,2390.758,312.5428,40
2015-10-13,371.65999999999997,101.18539999999999,10
2015-10-14,0.0,0.0,0
2015-10-15,3219.554,-332.0803,33
2015-10-16,824.97,214.4922,3
2015-10-17,77.88,3.894,2
2015-10-18,378.494,-155.4814,17
2015-10-19,2135.09,633.5718,23
2015-10-20,720.086,155.3014,21
2015-10-21,0.0,0.0,0
2015-10-22,15.128,-6.768800000000001,5
2015-10-23,2262.296,352.1441,59
2015-10-24,831.145,-140.5054,24
2015-10-25,1425.412,96.3891,24
2015-10-26,1395.333,-59.06619999999998,37
2015-10-27,0.0,0.0,0
2015-10-28,104.51,36.8692,16
2015-10-29,244.24,119.3436,9
2015-10-30,2122.044,550.7929,21
2015-10-31,3211.009,630.5869,67
2015-11-01,3106.1059999999998,922.0565,35
2015-11-02,5528.551,759.3803000000001,59
2015-11-03,2800.846,371.9472,25
2015-11-04,0.0,0.0,0
2015-11-05,834.874,113.243,33
2015-11-06,11.481,-1.0427999999999997,6
2015-11-07,3073.073,-957.6868000000001,56
2015-11-08,12196.997,4006.6367,113
2015-11-09,4620.2919999999995,1442.5109,47
2015-11-10,3536.904,929.965,25
2015-11-11,542.178,163.9204,9
2015-11-12,1127.992,23.462500000000006,37
2015-11-13,3591.0771999999997,205.9851,96
2015-11-14,2512.71,573.2891,40
2015-11-15,702.17,-37.52529999999999,47
2015-11-16,4072.334,884.1846,45
2015-11-17,3885.986,617.7707,47
2015-11-18,0.0,0.0,0
2015-11-19,1040.784,283.25960000000003,12
2015-11-20,2861.15,-224.60039999999998,102
2015-11-21,3613.5748,-209.56779999999998,78
2015-11-22,614.499,-68.5681,52
2015-11-23,3450.1879999999996,960.7959999999999,39
2015-11-24,1218.7640000000001,388.796,49
2015-11-25,13.12,1.476,5
2015-11-26,1484.0819999999999,492.1915,27
2015-11-27,3109.7835,62.72519999999997,60
2015-11-28,1864.482,118.693,58
2015-11-29,2760.168,578.8302,43
2015-11-30,1798.3970000000002,72.6601,65
2015-12-01,7130.594,953.109,62
2015-12-02,0.0,0.0,0
2015-12-03,1972.645,-105.91659999999997,41
2015-12-04,5185.814,-182.66040000000012,72
2015-12-05,897.322,217.53660000000002,38
2015-12-06,6061.502,931.106,110
2015-12-07,1338.298,382.4588,29
2015-12-08,2672.728,342.77450000000005,31
2015-12-09,34.02,16.6698,3
2015-12-10,3080.38,761.9428,70
